melinda_id;original;cleaned;converted;udk_count
000897457;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000897458;;NA;NA;0
000897459;;NA;NA;0
000897460;;NA;NA;0
000897461;;NA;NA;0
000897463;;NA;NA;0
000897470;;NA;NA;0
000897482;;NA;NA;0
000897492;;NA;NA;0
000897493;;NA;NA;0
000897505;839.79|839.79;839.79;Suomenruotsalainen kirjallisuus;1
000897517;;NA;NA;0
000897518;;NA;NA;0
000897533;894.541;894.541;Suomenkielinen kirjallisuus;1
000897542;;NA;NA;0
000897570;;NA;NA;0
000897572;;NA;NA;0
000897578;;NA;NA;0
000897583;;NA;NA;0
000897584;;NA;NA;0
000897585;;NA;NA;0
000897588;;NA;NA;0
000897617;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000897630;820|820;820;Englanninkielinen kirjallisuus;1
000897631;;NA;NA;0
000897632;839.79|839.7;839.79;839.7;Suomenruotsalainen kirjallisuus;Ruotsinkielinen kirjallisuus;2
000897633;242;242;Mahajana-buddhalaisuus. Suuri vaunu;1
000897636;;NA;NA;0
000897637;;NA;NA;0
000897639;;NA;NA;0
000897646;343,815|362.8;343,815;362.8;Undetermined;Undetermined;2
000897669;;NA;NA;0
000897690;;NA;NA;0
000897692;839.79;839.79;Suomenruotsalainen kirjallisuus;1
000897727;840;840;Ranskankielinen kirjallisuus;1
000897728;840|840;840;Ranskankielinen kirjallisuus;1
000897729;820;820;Englanninkielinen kirjallisuus;1
000897745;839.6|839.6;839.6;Norjankielinen kirjallisuus;1
000897760;882;882;Venäjänkielinen kirjallisuus;1
000897763;882;882;Venäjänkielinen kirjallisuus;1
000897780;894.541;894.541;Suomenkielinen kirjallisuus;1
000897784;242;242;Mahajana-buddhalaisuus. Suuri vaunu;1
000897791;368.41/.42;368.41/.42;Undetermined;1
000897805;231.74/.75;231.74/.75;Undetermined;1
000897806;;NA;NA;0
000897807;244;244;Japanilainen buddhalaisuus;1
000897808;840;840;Ranskankielinen kirjallisuus;1
000897809;840;840;Ranskankielinen kirjallisuus;1
000897817;840;840;Ranskankielinen kirjallisuus;1
000897824;;NA;NA;0
000897833;;NA;NA;0
000897837;;NA;NA;0
000897839;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000897841;;NA;NA;0
000897843;;NA;NA;0
000897849;;NA;NA;0
000897852;;NA;NA;0
000897853;;NA;NA;0
000897858;;NA;NA;0
000897864;;NA;NA;0
000897865;;NA;NA;0
000897866;839.6;839.6;Norjankielinen kirjallisuus;1
000897867;;NA;NA;0
000897868;;NA;NA;0
000897869;;NA;NA;0
000897870;;NA;NA;0
000897881;;NA;NA;0
000897888;;NA;NA;0
000897912;;NA;NA;0
000898027;820;820;Englanninkielinen kirjallisuus;1
000898038;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000898039;894.541;894.541;Suomenkielinen kirjallisuus;1
000898043;840|840;840;Ranskankielinen kirjallisuus;1
000898044;;NA;NA;0
000898045;;NA;NA;0
000898052;;NA;NA;0
000898060;;NA;NA;0
000898070;234.5;234.5;Undetermined;1
000898072;242;242;Mahajana-buddhalaisuus. Suuri vaunu;1
000898073;;NA;NA;0
000898074;839.6;839.6;Norjankielinen kirjallisuus;1
000898075;839.6;839.6;Norjankielinen kirjallisuus;1
000898104;;NA;NA;0
000898109;;NA;NA;0
000898111;;NA;NA;0
000898420;882;882;Venäjänkielinen kirjallisuus;1
000898423;882;882;Venäjänkielinen kirjallisuus;1
000898425;;NA;NA;0
000898428;;NA;NA;0
000898431;;NA;NA;0
000898432;;NA;NA;0
000898435;;NA;NA;0
000898443;;NA;NA;0
000898444;;NA;NA;0
000898445;;NA;NA;0
000898447;;NA;NA;0
000898450;;NA;NA;0
000898453;;NA;NA;0
000898468;;NA;NA;0
000898469;;NA;NA;0
000898471;894.541;894.541;Suomenkielinen kirjallisuus;1
000898485;;NA;NA;0
000898486;;NA;NA;0
000898487;;NA;NA;0
000898489;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000898505;894.541;894.541;Suomenkielinen kirjallisuus;1
000898506;;NA;NA;0
000898509;;NA;NA;0
000898513;;NA;NA;0
000898514;;NA;NA;0
000898529;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000898534;;NA;NA;0
000898535;;NA;NA;0
000899132;;NA;NA;0
000899133;242;242;Mahajana-buddhalaisuus. Suuri vaunu;1
000899135;244|910.4;244;910.4;Japanilainen buddhalaisuus;Tutkimusmatkat;2
000899138;;NA;NA;0
000899140;;NA;NA;0
000899141;;NA;NA;0
000899146;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000899147;;NA;NA;0
000899149;;NA;NA;0
000899895;;NA;NA;0
000899896;;NA;NA;0
000899919;;NA;NA;0
000899920;;NA;NA;0
000899928;;NA;NA;0
000899930;;NA;NA;0
000899933;;NA;NA;0
000899934;;NA;NA;0
000899935;;NA;NA;0
000899937;;NA;NA;0
000900002;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000900005;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000900008;;NA;NA;0
000900009;;NA;NA;0
000900010;;NA;NA;0
000900011;;NA;NA;0
000900030;809.454.1;809.454.1;Suomen kieli;1
000900076;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000900077;894.541;894.541;Suomenkielinen kirjallisuus;1
000900084;;NA;NA;0
000900137;;NA;NA;0
000900139;;NA;NA;0
000900141;;NA;NA;0
000900142;;NA;NA;0
000900145;894.541;894.541;Suomenkielinen kirjallisuus;1
000900149;820;820;Englanninkielinen kirjallisuus;1
000900150;;NA;NA;0
000900151;;NA;NA;0
000900152;894.541;894.541;Suomenkielinen kirjallisuus;1
000900153;;NA;NA;0
000900170;839.8;839.8;Tanskankielinen kirjallisuus;1
000900179;;NA;NA;0
000900199;894.511;894.511;Unkarinkielinen kirjallisuus;1
000900200;;NA;NA;0
000900201;;NA;NA;0
000900203;894.541;894.541;Suomenkielinen kirjallisuus;1
000900205;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000900206;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000900209;;NA;NA;0
000900212;;NA;NA;0
000900230;894.541;894.541;Suomenkielinen kirjallisuus;1
000900231;;NA;NA;0
000900232;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000900342;894.541;894.541;Suomenkielinen kirjallisuus;1
000900344;;NA;NA;0
000900345;894.541;894.541;Suomenkielinen kirjallisuus;1
000900347;;NA;NA;0
000900354;;NA;NA;0
000900355;894.541;894.541;Suomenkielinen kirjallisuus;1
000900363;;NA;NA;0
000900365;;NA;NA;0
000900367;;NA;NA;0
000900373;894.541;894.541;Suomenkielinen kirjallisuus;1
000900375;894.541;894.541;Suomenkielinen kirjallisuus;1
000900395;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000900409;;NA;NA;0
000900418;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000900419;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000900423;;NA;NA;0
000900425;24;24;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;1
000900448;839.6|839.6;839.6;Norjankielinen kirjallisuus;1
000900449;839.6;839.6;Norjankielinen kirjallisuus;1
000900482;;NA;NA;0
000900484;;NA;NA;0
000900488;;NA;NA;0
000900489;894.541;894.541;Suomenkielinen kirjallisuus;1
000900563;894.541|894.541|894.541|820/89|82|398.22|39;894.541;820/89;82;398.22;39;Suomenkielinen kirjallisuus;Eri kansojen ja kielialueiden kirjallisuus ;Yleinen kirjallisuustiede. Kirjallisuudentutkimus. Suullinen esitystaito;Undetermined;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;5
000900564;;NA;NA;0
000900565;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000900566;894.541;894.541;Suomenkielinen kirjallisuus;1
000900567;;NA;NA;0
000900568;894.541;894.541;Suomenkielinen kirjallisuus;1
000900569;882;882;Venäjänkielinen kirjallisuus;1
000900575;;NA;NA;0
000900599;894.541;894.541;Suomenkielinen kirjallisuus;1
000900606;;NA;NA;0
000900607;;NA;NA;0
000900608;;NA;NA;0
000900691;894.541;894.541;Suomenkielinen kirjallisuus;1
000900694;894.541;894.541;Suomenkielinen kirjallisuus;1
000900705;;NA;NA;0
000900707;;NA;NA;0
000900710;;NA;NA;0
000900712;;NA;NA;0
000900713;;NA;NA;0
000900715;;NA;NA;0
000900717;;NA;NA;0
000900718;;NA;NA;0
000900719;;NA;NA;0
000900726;;NA;NA;0
000900734;894.541|39;894.541;39;Suomenkielinen kirjallisuus;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;2
000900754;;NA;NA;0
000900756;;NA;NA;0
000900765;;NA;NA;0
000900767;894.541;894.541;Suomenkielinen kirjallisuus;1
000900768;894.541;894.541;Suomenkielinen kirjallisuus;1
000900769;25;25;Pastoraaliteologia. Homiletiikka. Saarnaoppi. Saarnat. Sielunhoito;1
000900771;24;24;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;1
000900772;;NA;NA;0
000900796;;NA;NA;0
000900797;;NA;NA;0
000900799;894.541;894.541;Suomenkielinen kirjallisuus;1
000900800;820;820;Englanninkielinen kirjallisuus;1
000900802;894.541;894.541;Suomenkielinen kirjallisuus;1
000900803;78|24;78;24;Musiikki - kansanmusiikki: 78 ja 39 ;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
000900805;;NA;NA;0
000900806;;NA;NA;0
000900807;;NA;NA;0
000900808;;NA;NA;0
000900815;;NA;NA;0
000900817;;NA;NA;0
000900818;839.6;839.6;Norjankielinen kirjallisuus;1
000900820;839.6|839.6;839.6;Norjankielinen kirjallisuus;1
000900821;839.6|839.6;839.6;Norjankielinen kirjallisuus;1
000900837;839.6;839.6;Norjankielinen kirjallisuus;1
000900840;839.6;839.6;Norjankielinen kirjallisuus;1
000900841;;NA;NA;0
000900853;378.4;378.4;Yliopistot;1
000900855;894.541;894.541;Suomenkielinen kirjallisuus;1
000900871;894.541;894.541;Suomenkielinen kirjallisuus;1
000900872;894.541;894.541;Suomenkielinen kirjallisuus;1
000900873;894.541;894.541;Suomenkielinen kirjallisuus;1
000900931;;NA;NA;0
000900933;;NA;NA;0
000900941;908 Salo;908;Paikallishistoriat. Kotiseutu ;1
000900963;;NA;NA;0
000900990;;NA;NA;0
000900996;894.541;894.541;Suomenkielinen kirjallisuus;1
000900997;;NA;NA;0
000900998;894.541;894.541;Suomenkielinen kirjallisuus;1
000900999;894.541;894.541;Suomenkielinen kirjallisuus;1
000901012;39|398.2;39;398.2;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Undetermined;2
000901013;929 Ross|908 Kangasala;929;908;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;Paikallishistoriat. Kotiseutu ;2
000901020;;NA;NA;0
000901021;894.541;894.541;Suomenkielinen kirjallisuus;1
000901025;17;17;Etiikka. Moraali. Käytännöllinen filosofia. Elämäntaito;1
000901026;;NA;NA;0
000901030;929 Aleksanteri III, Venäjän keisari;929,;Undetermined;1
000901044;820|820;820;Englanninkielinen kirjallisuus;1
000901046;;NA;NA;0
000901048;;NA;NA;0
000901050;840;840;Ranskankielinen kirjallisuus;1
000901067;;NA;NA;0
000901085;;NA;NA;0
000901086;24;24;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;1
000901091;24;24;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;1
000901092;;NA;NA;0
000901093;631;631;Maatalous. Maatalouspolitiikka;1
000901096;;NA;NA;0
000901097;948.0;948.0;Suomen historia;1
000901101;611|894.541;611;894.541;Anatomia;Suomenkielinen kirjallisuus;2
000901102;611|894.541|611.85|894.541;611;894.541;611.85;Anatomia;Suomenkielinen kirjallisuus;Undetermined;3
000901104;;NA;NA;0
000901105;;NA;NA;0
000901106;;NA;NA;0
000901107;;NA;NA;0
000901108;;NA;NA;0
000901121;58|59;58;59;Kasvitiede;Eläintiede;2
000901125;2;2;Uskonto. Teologia;1
000901130;;NA;NA;0
000901154;;NA;NA;0
000901160;242;242;Mahajana-buddhalaisuus. Suuri vaunu;1
000901165;;NA;NA;0
000901166;;NA;NA;0
000901167;;NA;NA;0
000901168;;NA;NA;0
000901169;;NA;NA;0
000901170;894.541;894.541;Suomenkielinen kirjallisuus;1
000901173;;NA;NA;0
000901174;;NA;NA;0
000901175;894.541;894.541;Suomenkielinen kirjallisuus;1
000901179;;NA;NA;0
000901183;;NA;NA;0
000901185;;NA;NA;0
000901188;;NA;NA;0
000901190;;NA;NA;0
000901206;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000901212;;NA;NA;0
000901225;894.541;894.541;Suomenkielinen kirjallisuus;1
000901227;894.541;894.541;Suomenkielinen kirjallisuus;1
000901230;894.541;894.541;Suomenkielinen kirjallisuus;1
000901241;894.541;894.541;Suomenkielinen kirjallisuus;1
000901245;244;244;Japanilainen buddhalaisuus;1
000901246;;NA;NA;0
000901247;;NA;NA;0
000901248;840;840;Ranskankielinen kirjallisuus;1
000901251;;NA;NA;0
000901253;840|840;840;Ranskankielinen kirjallisuus;1
000901254;809.454.1|24;809.454.1;24;Suomen kieli;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
000901276;;NA;NA;0
000901304;;NA;NA;0
000901305;894.541;894.541;Suomenkielinen kirjallisuus;1
000901307;894.541;894.541;Suomenkielinen kirjallisuus;1
000901309;;NA;NA;0
000901311;820;820;Englanninkielinen kirjallisuus;1
000901312;894.541;894.541;Suomenkielinen kirjallisuus;1
000901313;894.541;894.541;Suomenkielinen kirjallisuus;1
000901314;894.541;894.541;Suomenkielinen kirjallisuus;1
000901321;894.541;894.541;Suomenkielinen kirjallisuus;1
000901322;894.541;894.541;Suomenkielinen kirjallisuus;1
000901323;894.541;894.541;Suomenkielinen kirjallisuus;1
000901324;894.541;894.541;Suomenkielinen kirjallisuus;1
000901325;894.541;894.541;Suomenkielinen kirjallisuus;1
000901326;894.541;894.541;Suomenkielinen kirjallisuus;1
000901327;894.541;894.541;Suomenkielinen kirjallisuus;1
000901329;894.541;894.541;Suomenkielinen kirjallisuus;1
000901330;894.541;894.541;Suomenkielinen kirjallisuus;1
000901331;882;882;Venäjänkielinen kirjallisuus;1
000901332;894.541;894.541;Suomenkielinen kirjallisuus;1
000901333;882;882;Venäjänkielinen kirjallisuus;1
000901336;;NA;NA;0
000901337;;NA;NA;0
000901340;;NA;NA;0
000901341;;NA;NA;0
000901342;;NA;NA;0
000901343;;NA;NA;0
000901344;;NA;NA;0
000901345;894.541;894.541;Suomenkielinen kirjallisuus;1
000901347;894.541;894.541;Suomenkielinen kirjallisuus;1
000901348;894.541;894.541;Suomenkielinen kirjallisuus;1
000901349;894.541;894.541;Suomenkielinen kirjallisuus;1
000901350;894.541;894.541;Suomenkielinen kirjallisuus;1
000901351;894.541;894.541;Suomenkielinen kirjallisuus;1
000901352;;NA;NA;0
000901354;;NA;NA;0
000901355;78|24;78;24;Musiikki - kansanmusiikki: 78 ja 39 ;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
000901357;894.541;894.541;Suomenkielinen kirjallisuus;1
000901365;27;27;Yleinen kirkkohistoria. Patristiikka;1
000901368;;NA;NA;0
000901372;;NA;NA;0
000901378;;NA;NA;0
000901380;;NA;NA;0
000901383;;NA;NA;0
000901387;;NA;NA;0
000901388;;NA;NA;0
000901390;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000901396;;NA;NA;0
000901399;894.541;894.541;Suomenkielinen kirjallisuus;1
000901405;894.541;894.541;Suomenkielinen kirjallisuus;1
000901406;894.541;894.541;Suomenkielinen kirjallisuus;1
000901407;894.541;894.541;Suomenkielinen kirjallisuus;1
000901408;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000901409;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000901410;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000901421;850;850;Italiankielinen kirjallisuus;1
000901422;850;850;Italiankielinen kirjallisuus;1
000901436;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000901445;894.541|894.541;894.541;Suomenkielinen kirjallisuus;1
000901475;894.541;894.541;Suomenkielinen kirjallisuus;1
000901478;2;2;Uskonto. Teologia;1
000901479;;NA;NA;0
000901482;;NA;NA;0
000901483;;NA;NA;0
000901485;39;39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;1
000901486;;NA;NA;0
000901487;;NA;NA;0
000901488;;NA;NA;0
000901489;;NA;NA;0
000901490;;NA;NA;0
000901491;;NA;NA;0
000901498;894.541;894.541;Suomenkielinen kirjallisuus;1
000901499;914.80|796/799;914.80;796/799;Suomi;Liikunta. Urheilu. Voimistelu. Liikuntavälineet. Urheiluvälineet. Retkeily;2
000901504;894.541;894.541;Suomenkielinen kirjallisuus;1
000901506;;NA;NA;0
000901508;820|820;820;Englanninkielinen kirjallisuus;1
000901509;820;820;Englanninkielinen kirjallisuus;1
000901510;894.541;894.541;Suomenkielinen kirjallisuus;1
000901511;894.541;894.541;Suomenkielinen kirjallisuus;1
000901517;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000901526;820;820;Englanninkielinen kirjallisuus;1
000901527;;NA;NA;0
000901528;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000901531;;NA;NA;0
000901534;;NA;NA;0
000901541;;NA;NA;0
000901543;;NA;NA;0
000901545;;NA;NA;0
000901548;242;242;Mahajana-buddhalaisuus. Suuri vaunu;1
000901574;27;27;Yleinen kirkkohistoria. Patristiikka;1
000901577;252.8;252.8;Undetermined;1
000901578;;NA;NA;0
000901580;;NA;NA;0
000901581;;NA;NA;0
000901583;;NA;NA;0
000901584;839.79|839.79|894.541;839.79;894.541;Suomenruotsalainen kirjallisuus;Suomenkielinen kirjallisuus;2
000901586;894.541;894.541;Suomenkielinen kirjallisuus;1
000901587;820;820;Englanninkielinen kirjallisuus;1
000901588;;NA;NA;0
000901594;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000901597;;NA;NA;0
000901600;894.541;894.541;Suomenkielinen kirjallisuus;1
000901603;894.541;894.541;Suomenkielinen kirjallisuus;1
000901883;34;34;Oikeus;1
000902011;347;347;Siviilioikeus;1
000902070;839.7;839.7;Ruotsinkielinen kirjallisuus;1
000902297;;NA;NA;0
000902304;;NA;NA;0
000902307;809.454.1;809.454.1;Suomen kieli;1
000902319;894.541;894.541;Suomenkielinen kirjallisuus;1
000902347;894.541;894.541;Suomenkielinen kirjallisuus;1
000902351;244|894.541|894.541;244;894.541;Japanilainen buddhalaisuus;Suomenkielinen kirjallisuus;2
000902355;;NA;NA;0
000902358;796.92;796.92;Undetermined;1
000902362;;NA;NA;0
000902366;;NA;NA;0
000902368;;NA;NA;0
000902407;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000902414;266|929 Moody, D. L.|929 Sankey;266;929,..;929;Reformijuutalaisuus;Undetermined;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit ;3
000902415;;NA;NA;0
000902417;;NA;NA;0
000902422;069|39|069.538|069.538:39|39;069;39;069.538;Museot. Museologia;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Undetermined;3
000902427;;NA;NA;0
000902428;840;840;Ranskankielinen kirjallisuus;1
000902434;;NA;NA;0
000902447;252.3|2;252.3;2;Undetermined;Uskonto. Teologia;2
000902448;252.3|2;252.3;2;Undetermined;Uskonto. Teologia;2
000902449;;NA;NA;0
000902450;25;25;Pastoraaliteologia. Homiletiikka. Saarnaoppi. Saarnat. Sielunhoito;1
000902452;;NA;NA;0
000902454;;NA;NA;0
000902467;884;884;Puolankielinen kirjallisuus;1
000902468;830;830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus;1
000902477;;NA;NA;0
000902480;;NA;NA;0
000902482;;NA;NA;0
000902507;;NA;NA;0
000902508;;NA;NA;0
000902509;;NA;NA;0
000902512;378.4|378.18;378.4;378.18;Yliopistot;Undetermined;2
000902513;378.4;378.4;Yliopistot;1
000902526;820;820;Englanninkielinen kirjallisuus;1
000902527;;NA;NA;0
000902528;;NA;NA;0
000902530;244;244;Japanilainen buddhalaisuus;1
000902534;;NA;NA;0
000902546;;NA;NA;0
000902547;;NA;NA;0
000902548;;NA;NA;0
000902986;;NA;NA;0
000904137;;NA;NA;0
000904152;;NA;NA;0
000904289;;NA;NA;0
000904306;;NA;NA;0
000904386;245|24;245;24;Undetermined;Kristillinen etiikka. Kristillinen taide. Hymnologia. Hartaus. Mystiikka. Askeesi. Uskonnolliset kokemukset ;2
000904472;;NA;NA;0
000904474;;NA;NA;0
000904476;;NA;NA;0
000904479;;NA;NA;0
000904480;;NA;NA;0
000904487;894.541;894.541;Suomenkielinen kirjallisuus;1
000904503;;NA;NA;0
000904507;;NA;NA;0
000904509;272;272;Roomalaiskatolinen kirkko;1
000904517;;NA;NA;0
000904541;;NA;NA;0
000904559;;NA;NA;0
000904568;;NA;NA;0
000904573;839.79|378.4;839.79;378.4;Suomenruotsalainen kirjallisuus;Yliopistot;2
000904584;;NA;NA;0
000904590;;NA;NA;0
000904593;;NA;NA;0
000904594;;NA;NA;0
000904599;;NA;NA;0
000904610;;NA;NA;0
000904634;894.541;894.541;Suomenkielinen kirjallisuus;1
000904635;894.541;894.541;Suomenkielinen kirjallisuus;1
000904638;;NA;NA;0
000904639;;NA;NA;0
000904640;;NA;NA;0
000904646;;NA;NA;0
000904648;;NA;NA;0
000904649;;NA;NA;0
000904650;;NA;NA;0
000904651;;NA;NA;0
000904653;894.541;894.541;Suomenkielinen kirjallisuus;1
000904658;;NA;NA;0
000904661;;NA;NA;0
000904663;;NA;NA;0
000904938;616;616;Patologia. Tautioppi;1
000904939;61;61;Lääketiede;1
000904941;61;61;Lääketiede;1
000904942;58|615;58;615;Kasvitiede;Farmakologia. Farmasia. Lääkkeet. Lääkeaineet. Toksikologia. Apteekit;2
000904943;51|514;51;514;Matematiikka;Geometria;2
000904944;51|514;51;514;Matematiikka;Geometria;2
000904945;51|512;51;512;Matematiikka;Algebra;2
000904946;51;51;Matematiikka;1
000904947;;NA;NA;0
000904948;34|340.12;34;340.12;Oikeus;Undetermined;2
000904949;34|308|343|39|940;34;308;343;39;940;Oikeus;Sosiografia. Yhteiskuntakuvaus;Rikosoikeus. Kriminologia. Vankeinhoito;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;Euroopan historia;5
000904950;61|615.37;61;615.37;Lääketiede;Undetermined;2
000904951;398|398.9|809.454.1|39;398;398.9;809.454.1;39;Kansanperinne tiukasti määriteltynä;Undetermined;Suomen kieli;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka;4
000904952;58|61|582|615;58;61;582;615;Kasvitiede;Lääketiede;Systemaattinen kasvitiede;Farmakologia. Farmasia. Lääkkeet. Lääkeaineet. Toksikologia. Apteekit;4
000904953;948.0|940;948.0;940;Suomen historia;Euroopan historia;2
000904954;82|801.6|82.085;82;801.6;82.085;Yleinen kirjallisuustiede. Kirjallisuudentutkimus. Suullinen esitystaito;Prosodiikka: runomitat, rytmi-, loppusointu- ja säemuodot;Undetermined;3
000904955;82|87;82;87;Yleinen kirjallisuustiede. Kirjallisuudentutkimus. Suullinen esitystaito;Antiikin kirjallisuus. Latinankielinen kirjallisuus. Kreikankielinen kirjallisuus;2
000904956;61;61;Lääketiede;1
000904958;87|875;87;875;Antiikin kirjallisuus. Latinankielinen kirjallisuus. Kreikankielinen kirjallisuus;Undetermined;2
000904959;908 Loviisa;908;Paikallishistoriat. Kotiseutu ;1
000905968;;NA;NA;0
000905969;;NA;NA;0
000905971;908 Karjala|948.0|908|948.0.01/.04;908;948.0;948.0.01/.04;Paikallishistoriat. Kotiseutu ;Suomen historia;Undetermined;3
